fid;Cultivo;Fecha;Year;mes;dia;DOY;NDVI
29300;CBMZ;01/01/2018;2018;1;1;1;0.1308
3357217;CB;01/01/2018;2018;1;1;1;0.1242
355256;CB;01/01/2018;2018;1;1;1;0.1685
366723;CB;01/01/2018;2018;1;1;1;0.152
3411733;CBMZ;01/01/2018;2018;1;1;1;0.1213
433566;CB;01/01/2018;2018;1;1;1;0.20585
501099;CBMZ;01/01/2018;2018;1;1;1;0.1563
580666;CB;01/01/2018;2018;1;1;1;0.1474
3454775;CBMZ;01/01/2018;2018;1;1;1;0.1505
586878;CBMZ;01/01/2018;2018;1;1;1;0.163
707673;CBMZ;01/01/2018;2018;1;1;1;0.15825
710941;CB;01/01/2018;2018;1;1;1;0.1949
3493461;CB;01/01/2018;2018;1;1;1;0.23375
733566;CB;01/01/2018;2018;1;1;1;NA
747553;CB;01/01/2018;2018;1;1;1;0.1754
766617;CBMZ;01/01/2018;2018;1;1;1;0.1417
771079;CBMZ;01/01/2018;2018;1;1;1;0.2001
3526153;CBMZ;01/01/2018;2018;1;1;1;0.1368
830965;CBMZ;01/01/2018;2018;1;1;1;0.1809
833329;CB;01/01/2018;2018;1;1;1;0.1763
844919;CB;01/01/2018;2018;1;1;1;NA
848110;CB;01/01/2018;2018;1;1;1;0.112
3569975;CBMZ;01/01/2018;2018;1;1;1;0.1462
1006979;CBTFF;01/01/2018;2018;1;1;1;0.1801
1034460;CBMZ;01/01/2018;2018;1;1;1;0.1634
3595775;CBMZ;01/01/2018;2018;1;1;1;0.155
1049256;CB;01/01/2018;2018;1;1;1;0.1706
1066845;CB;01/01/2018;2018;1;1;1;0.1049
3610044;CBMZ;01/01/2018;2018;1;1;1;0.1396
1149047;CB;01/01/2018;2018;1;1;1;0.0889
1190560;CBMZ;01/01/2018;2018;1;1;1;0.1777
3666143;CB;01/01/2018;2018;1;1;1;0.1562
1222397;CB;01/01/2018;2018;1;1;1;0.1496
1222471;CB;01/01/2018;2018;1;1;1;0.08945
1266859;CBMZ;01/01/2018;2018;1;1;1;0.1458
340208;CBMZ;01/01/2018;2018;1;1;1;0.1639
3713081;CB;01/01/2018;2018;1;1;1;0.1377
1352160;CB;01/01/2018;2018;1;1;1;0.1308
3736700;CBMZ;01/01/2018;2018;1;1;1;0.1567
1430877;CB;01/01/2018;2018;1;1;1;0.20025
1459578;CBMZ;01/01/2018;2018;1;1;1;0.1881
1479627;CB;01/01/2018;2018;1;1;1;0.1202
3751873;CBMZ;01/01/2018;2018;1;1;1;0.1653
1518514;CB;01/01/2018;2018;1;1;1;0.1853
1538148;CB;01/01/2018;2018;1;1;1;0.165
1558605;CBMZ;01/01/2018;2018;1;1;1;0.1487
1574561;CB;01/01/2018;2018;1;1;1;0.2093
1603039;CB;01/01/2018;2018;1;1;1;0.1531
1614420;CB;01/01/2018;2018;1;1;1;0.1483
1616629;CBRGP;01/01/2018;2018;1;1;1;0.1665
1662863;CBMZ;01/01/2018;2018;1;1;1;0.1891
1665656;CB;01/01/2018;2018;1;1;1;0.1118
1705323;CBMZ;01/01/2018;2018;1;1;1;0.1714
3863430;CB;01/01/2018;2018;1;1;1;0.1347
3872585;CBMZ;01/01/2018;2018;1;1;1;0.1297
1838894;CB;01/01/2018;2018;1;1;1;0.1831
1849431;CB;01/01/2018;2018;1;1;1;0.12175
1888777;CBTFF;01/01/2018;2018;1;1;1;0.1526
3919553;CB;01/01/2018;2018;1;1;1;0.1303
1926729;CB;01/01/2018;2018;1;1;1;0.0764
1976479;CB;01/01/2018;2018;1;1;1;0.1494
3973500;CB;01/01/2018;2018;1;1;1;0.1147
2092638;CBMZ;01/01/2018;2018;1;1;1;0.1684
2113698;CB;01/01/2018;2018;1;1;1;0.0806
2124529;CB;01/01/2018;2018;1;1;1;0.1333
2152163;CB;01/01/2018;2018;1;1;1;0.1818
340574;CB;01/01/2018;2018;1;1;1;0.1044
2184453;CB;01/01/2018;2018;1;1;1;0.1354
2192413;CB;01/01/2018;2018;1;1;1;0.1349
2231370;CB;01/01/2018;2018;1;1;1;0.08775
2251831;CB;01/01/2018;2018;1;1;1;0.18545
2305957;CBMZ;01/01/2018;2018;1;1;1;0.14955
2306522;CB;01/01/2018;2018;1;1;1;0.1469
2309224;CB;01/01/2018;2018;1;1;1;0.114
2320819;CB;01/01/2018;2018;1;1;1;0.165
4062212;CB;01/01/2018;2018;1;1;1;0.1705
2323683;CBMZ;01/01/2018;2018;1;1;1;0.1634
2386997;CB;01/01/2018;2018;1;1;1;0.1576
2395501;CBMZ;01/01/2018;2018;1;1;1;0.1766
2397787;CB;01/01/2018;2018;1;1;1;0.106
4063153;CB;01/01/2018;2018;1;1;1;0.1559
2464906;CB;01/01/2018;2018;1;1;1;0.1666
2467816;CB;01/01/2018;2018;1;1;1;0.1603
2565939;CBMZ;01/01/2018;2018;1;1;1;0.1765
2578037;CB;01/01/2018;2018;1;1;1;0.1251
2624226;CB;01/01/2018;2018;1;1;1;0.1133
2632052;CB;01/01/2018;2018;1;1;1;0.1547
2634660;CB;01/01/2018;2018;1;1;1;0.0875
2694153;CBMZ;01/01/2018;2018;1;1;1;0.1765
2708049;CBMZ;01/01/2018;2018;1;1;1;0.17065
2716831;CBMZ;01/01/2018;2018;1;1;1;0.1562
2750523;CB;01/01/2018;2018;1;1;1;0.16395
2758300;CBMZ;01/01/2018;2018;1;1;1;0.1933
2787085;CB;01/01/2018;2018;1;1;1;0.1717
2851614;CB;01/01/2018;2018;1;1;1;0.1509
2874477;CBTFF;01/01/2018;2018;1;1;1;NA
2888927;CB;01/01/2018;2018;1;1;1;0.1388
2906515;CB;01/01/2018;2018;1;1;1;0.08585
2941382;CBMZ;01/01/2018;2018;1;1;1;0.1604
2948395;CB;01/01/2018;2018;1;1;1;0.1659
2957899;CB;01/01/2018;2018;1;1;1;0.1887
3002641;CB;01/01/2018;2018;1;1;1;0.1691
3060672;CBMZ;01/01/2018;2018;1;1;1;0.14045
3082225;CB;01/01/2018;2018;1;1;1;0.1474
3143813;CB;01/01/2018;2018;1;1;1;0.08925
3197052;CBMZ;01/01/2018;2018;1;1;1;0.1511
4273646;CBMZ;01/01/2018;2018;1;1;1;0.1413
3197561;CBMZ;01/01/2018;2018;1;1;1;0.17255
3204327;CB;01/01/2018;2018;1;1;1;0.13225
3267712;CBTFF;01/01/2018;2018;1;1;1;0.2347
4286798;CBMZ;01/01/2018;2018;1;1;1;0.1332
3307510;CB;01/01/2018;2018;1;1;1;0.1406
3308859;CBMZ;01/01/2018;2018;1;1;1;0.18045
3454535;CB;01/01/2018;2018;1;1;1;0.0908
3467911;CB;01/01/2018;2018;1;1;1;0.16455
4456367;CBMZ;01/01/2018;2018;1;1;1;0.1227
3555758;CB;01/01/2018;2018;1;1;1;0.1711
3592313;CBMZ;01/01/2018;2018;1;1;1;0.1672
3592323;CBMZ;01/01/2018;2018;1;1;1;0.18815
4466220;CBMZ;01/01/2018;2018;1;1;1;0.1525
3594946;CB;01/01/2018;2018;1;1;1;0.1171
3608644;CBRGP;01/01/2018;2018;1;1;1;0.16645
3637299;CBMZ;01/01/2018;2018;1;1;1;0.1482
3637805;CB;01/01/2018;2018;1;1;1;0.1241
3665304;CB;01/01/2018;2018;1;1;1;0.0943
3665503;CBMZ;01/01/2018;2018;1;1;1;0.17215
3736547;CBMZ;01/01/2018;2018;1;1;1;0.1419
526210;CB;01/01/2018;2018;1;1;1;0.1248
4536621;CB;01/01/2018;2018;1;1;1;0.0968
3826289;CB;01/01/2018;2018;1;1;1;0.1734
4556547;CBMZ;01/01/2018;2018;1;1;1;0.1379
3837805;CB;01/01/2018;2018;1;1;1;0.1745
3838236;CBTFF;01/01/2018;2018;1;1;1;0.2093
3840717;CB;01/01/2018;2018;1;1;1;0.1395
3863276;CB;01/01/2018;2018;1;1;1;0.09335
3882391;CB;01/01/2018;2018;1;1;1;0.1658
3883520;CBMZ;01/01/2018;2018;1;1;1;0.1927
3904917;CB;01/01/2018;2018;1;1;1;0.16745
4631282;CBMZ;01/01/2018;2018;1;1;1;0.14885
3975399;CB;01/01/2018;2018;1;1;1;0.1785
4005795;CBMZ;01/01/2018;2018;1;1;1;0.1578
4042626;CBAF;01/01/2018;2018;1;1;1;0.1674
4100685;CB;01/01/2018;2018;1;1;1;0.0978
4100692;CB;01/01/2018;2018;1;1;1;0.0923
4108236;CBMZ;01/01/2018;2018;1;1;1;0.1629
4132558;CBGL;01/01/2018;2018;1;1;1;0.1707
4146971;CBRGP;01/01/2018;2018;1;1;1;0.1729
4184429;CB;01/01/2018;2018;1;1;1;0.1883
4697148;CBTFF;01/01/2018;2018;1;1;1;0.1379
4198098;CB;01/01/2018;2018;1;1;1;0.1611
4212858;CBMZ;01/01/2018;2018;1;1;1;0.1654
4215990;CBMZ;01/01/2018;2018;1;1;1;0.1778
4227147;CBMZ;01/01/2018;2018;1;1;1;0.2015
4283715;CBMZ;01/01/2018;2018;1;1;1;0.12955
4294959;CB;01/01/2018;2018;1;1;1;0.1474
4325595;CBMZ;01/01/2018;2018;1;1;1;0.1577
4338920;CB;01/01/2018;2018;1;1;1;0.1691
4410202;CB;01/01/2018;2018;1;1;1;0.1762
4786991;CB;01/01/2018;2018;1;1;1;0.13945
4461950;CB;01/01/2018;2018;1;1;1;0.1456
4462139;CBTFF;01/01/2018;2018;1;1;1;0.16385
4484046;CBMZ;01/01/2018;2018;1;1;1;0.1652
4857858;CB;01/01/2018;2018;1;1;1;0.1606
4484414;CB;01/01/2018;2018;1;1;1;0.1046
4531803;CBMZ;01/01/2018;2018;1;1;1;0.1644
4575462;CB;01/01/2018;2018;1;1;1;0.1013
4581205;CBMZ;01/01/2018;2018;1;1;1;0.1722
4623993;CB;01/01/2018;2018;1;1;1;0.1139
4643070;CB;01/01/2018;2018;1;1;1;0.08985
4937003;CBMZ;01/01/2018;2018;1;1;1;0.20135
4664987;CBMZ;01/01/2018;2018;1;1;1;0.1684
4696293;CB;01/01/2018;2018;1;1;1;0.2149
4716399;CB;01/01/2018;2018;1;1;1;0.2392
4726945;CB;01/01/2018;2018;1;1;1;0.1638
4757792;CBTFF;01/01/2018;2018;1;1;1;0.2409
4766811;CB;01/01/2018;2018;1;1;1;0.12445
4778567;CB;01/01/2018;2018;1;1;1;0.1592
4793967;CB;01/01/2018;2018;1;1;1;0.1506
4797094;CB;01/01/2018;2018;1;1;1;0.2142
4812675;CB;01/01/2018;2018;1;1;1;0.0883
4835182;CBMZ;01/01/2018;2018;1;1;1;0.1579
4835230;CB;01/01/2018;2018;1;1;1;0.1857
4866191;CBMZ;01/01/2018;2018;1;1;1;0.1507
4935131;CB;01/01/2018;2018;1;1;1;0.1612
4935159;CB;01/01/2018;2018;1;1;1;0.1733
4966428;CB;01/01/2018;2018;1;1;1;0.11445
5033448;CBMZ;01/01/2018;2018;1;1;1;0.2082
5061464;CBTFF;01/01/2018;2018;1;1;1;0.1859
5066130;CB;01/01/2018;2018;1;1;1;0.15745
5076778;CBTFF;01/01/2018;2018;1;1;1;0.1615
5090678;CBMZ;01/01/2018;2018;1;1;1;0.1618
5090987;CBTFF;01/01/2018;2018;1;1;1;0.1615
5098949;CBMZ;01/01/2018;2018;1;1;1;0.1655
5112741;CBTFF;01/01/2018;2018;1;1;1;0.167
5141586;CBMZ;01/01/2018;2018;1;1;1;0.1635
5150415;CB;01/01/2018;2018;1;1;1;0.1255
5164211;CB;01/01/2018;2018;1;1;1;0.1038
5218427;CB;01/01/2018;2018;1;1;1;0.0963
5178370;CB;01/01/2018;2018;1;1;1;0.1272
5194814;CB;01/01/2018;2018;1;1;1;0.1161
5266419;CBMZ;01/01/2018;2018;1;1;1;0.1352
5302908;CB;01/01/2018;2018;1;1;1;0.1675
5303158;CB;01/01/2018;2018;1;1;1;0.154
5257131;CB;01/01/2018;2018;1;1;1;0.1444
240767;CBMZ;01/01/2018;2018;1;1;1;0.1484
1316951;CB;01/01/2018;2018;1;1;1;0.1347
1316978;CB;01/01/2018;2018;1;1;1;0.1675
1429853;CB;01/01/2018;2018;1;1;1;0.1867
1443951;CBRGP;01/01/2018;2018;1;1;1;0.129
1514489;CBTFF;01/01/2018;2018;1;1;1;NA
1571163;CBMZ;01/01/2018;2018;1;1;1;0.1381
5363249;CB;01/01/2018;2018;1;1;1;0.1575
1800279;CB;01/01/2018;2018;1;1;1;0.1558
2219636;CB;01/01/2018;2018;1;1;1;0.16595
2902177;CB;01/01/2018;2018;1;1;1;0.139
3252604;CB;01/01/2018;2018;1;1;1;0.1342
3605406;CB;01/01/2018;2018;1;1;1;0.1099
3719336;CB;01/01/2018;2018;1;1;1;0.17545
4042377;CB;01/01/2018;2018;1;1;1;0.1566
4363743;CB;01/01/2018;2018;1;1;1;0.1351
4962560;CB;01/01/2018;2018;1;1;1;0.1595
5140207;CB;01/01/2018;2018;1;1;1;0.1221
5140213;CB;01/01/2018;2018;1;1;1;NA
19132;CBMZ;01/01/2018;2018;1;1;1;0.16675
563557;CB;01/01/2018;2018;1;1;1;0.1772
25805;CBGL;01/01/2018;2018;1;1;1;0.1844
35859;CBMZ;01/01/2018;2018;1;1;1;0.16695
49016;CBMZ;01/01/2018;2018;1;1;1;0.1912
64702;CB;01/01/2018;2018;1;1;1;0.1439
80004;CBRGP;01/01/2018;2018;1;1;1;0.1312
89074;CBMZ;01/01/2018;2018;1;1;1;0.13595
113490;CBGL;01/01/2018;2018;1;1;1;0.1777
131011;CB;01/01/2018;2018;1;1;1;0.14545
153857;CB;01/01/2018;2018;1;1;1;0.19145
159648;CBMZ;01/01/2018;2018;1;1;1;0.1552
167845;CBMZ;01/01/2018;2018;1;1;1;0.2088
184126;CBMZ;01/01/2018;2018;1;1;1;0.1998
210802;CBMZ;01/01/2018;2018;1;1;1;0.1296
673031;CB;01/01/2018;2018;1;1;1;0.1435
226511;CBMZ;01/01/2018;2018;1;1;1;0.1913
241686;CB;01/01/2018;2018;1;1;1;0.0998
242753;CB;01/01/2018;2018;1;1;1;0.2021
268496;CB;01/01/2018;2018;1;1;1;0.1441
291678;CBMZ;01/01/2018;2018;1;1;1;0.1554
313277;CBMZ;01/01/2018;2018;1;1;1;0.1609
320890;CBMZ;01/01/2018;2018;1;1;1;0.219
430804;CB;01/01/2018;2018;1;1;1;0.1713
708235;CBMZ;01/01/2018;2018;1;1;1;0.1451
442242;CBMZ;01/01/2018;2018;1;1;1;0.1882
450592;CB;01/01/2018;2018;1;1;1;0.1289
481567;CBMZ;01/01/2018;2018;1;1;1;0.1693
490692;CBGL;01/01/2018;2018;1;1;1;0.0974
506270;CB;01/01/2018;2018;1;1;1;0.1784
527084;CBMZ;01/01/2018;2018;1;1;1;0.19485
540459;CBMZ;01/01/2018;2018;1;1;1;0.1828
540609;CB;01/01/2018;2018;1;1;1;0.21995
565009;CBMZ;01/01/2018;2018;1;1;1;0.13905
572965;CBMZ;01/01/2018;2018;1;1;1;0.1932
582563;CBSOR;01/01/2018;2018;1;1;1;0.1616
593501;CBMZ;01/01/2018;2018;1;1;1;0.1764
596715;CB;01/01/2018;2018;1;1;1;0.1365
620603;CBMZ;01/01/2018;2018;1;1;1;0.1807
627566;CBMZ;01/01/2018;2018;1;1;1;0.2279
637709;CB;01/01/2018;2018;1;1;1;0.1149
639218;CB;01/01/2018;2018;1;1;1;0.13455
687470;CB;01/01/2018;2018;1;1;1;0.205
701924;CBMZ;01/01/2018;2018;1;1;1;0.145
721374;CBMZ;01/01/2018;2018;1;1;1;0.1747
901490;CB;01/01/2018;2018;1;1;1;0.171
755132;CB;01/01/2018;2018;1;1;1;0.3551
764005;CB;01/01/2018;2018;1;1;1;0.1126
782113;CBMZ;01/01/2018;2018;1;1;1;0.14465
901539;CB;01/01/2018;2018;1;1;1;0.1415
831518;CB;01/01/2018;2018;1;1;1;0.1393
832828;CBMZ;01/01/2018;2018;1;1;1;0.1549
839651;CB;01/01/2018;2018;1;1;1;0.1751
921051;CB;01/01/2018;2018;1;1;1;0.1517
854304;CBMZ;01/01/2018;2018;1;1;1;0.1547
863969;CBMZ;01/01/2018;2018;1;1;1;0.1255
875365;CB;01/01/2018;2018;1;1;1;0.13245
880567;CBMZ;01/01/2018;2018;1;1;1;0.1066
889324;CBMZ;01/01/2018;2018;1;1;1;0.1319
889492;CB;01/01/2018;2018;1;1;1;0.2126
934729;CB;01/01/2018;2018;1;1;1;0.2432
949141;CBMZ;01/01/2018;2018;1;1;1;0.2019
982101;CBMZ;01/01/2018;2018;1;1;1;0.1297
983746;CB;01/01/2018;2018;1;1;1;0.1335
986243;CBMZ;01/01/2018;2018;1;1;1;0.1656
62671;CB;01/01/2018;2018;1;1;1;0.1422
927751;CBMZ;01/01/2018;2018;1;1;1;0.1512
996381;CBMZ;01/01/2018;2018;1;1;1;0.1362
997883;CB;01/01/2018;2018;1;1;1;0.1229
1020877;CBMZ;01/01/2018;2018;1;1;1;0.1528
1024757;CBMZ;01/01/2018;2018;1;1;1;0.1703
957683;CB;01/01/2018;2018;1;1;1;0.1198
1053584;CB;01/01/2018;2018;1;1;1;0.1546
1058980;CB;01/01/2018;2018;1;1;1;0.27005
1084230;CBMZ;01/01/2018;2018;1;1;1;0.1445
1094568;CB;01/01/2018;2018;1;1;1;0.1456
1136403;CB;01/01/2018;2018;1;1;1;0.1654
1171286;CB;01/01/2018;2018;1;1;1;0.2163
1009515;CBMZ;01/01/2018;2018;1;1;1;0.1365
1171306;CB;01/01/2018;2018;1;1;1;0.1431
1175493;CB;01/01/2018;2018;1;1;1;0.1444
1195398;CBMZ;01/01/2018;2018;1;1;1;0.1434
1200286;CB;01/01/2018;2018;1;1;1;0.1579
1208533;CBGL;01/01/2018;2018;1;1;1;0.16265
1213748;CB;01/01/2018;2018;1;1;1;0.1303
1240030;CB;01/01/2018;2018;1;1;1;0.12495
1249628;CB;01/01/2018;2018;1;1;1;0.1402
1275138;CB;01/01/2018;2018;1;1;1;0.12835
1284512;CBGL;01/01/2018;2018;1;1;1;0.2516
1299078;CBMZ;01/01/2018;2018;1;1;1;0.1483
1303689;CB;01/01/2018;2018;1;1;1;0.1327
1340800;CBMZ;01/01/2018;2018;1;1;1;0.1575
1363343;CBMZ;01/01/2018;2018;1;1;1;0.1378
1392476;CBMZ;01/01/2018;2018;1;1;1;0.1325
1472730;CB;01/01/2018;2018;1;1;1;0.1941
1496084;CB;01/01/2018;2018;1;1;1;0.21095
1510036;CBMZ;01/01/2018;2018;1;1;1;0.1778
1524249;CB;01/01/2018;2018;1;1;1;0.205
1572536;CB;01/01/2018;2018;1;1;1;0.1662
1577031;CBSOR;01/01/2018;2018;1;1;1;0.12955
1240801;CBMZ;01/01/2018;2018;1;1;1;0.15585
1603592;CBMZ;01/01/2018;2018;1;1;1;0.1628
1643534;CBMZ;01/01/2018;2018;1;1;1;0.13205
1663343;CB;01/01/2018;2018;1;1;1;0.1907
1697377;CBMZ;01/01/2018;2018;1;1;1;0.1796
1697907;CBMZ;01/01/2018;2018;1;1;1;0.2014
1730753;CBSOR;01/01/2018;2018;1;1;1;0.1302
1735722;CB;01/01/2018;2018;1;1;1;0.2191
1759509;CBMZ;01/01/2018;2018;1;1;1;0.1639
1767717;CB;01/01/2018;2018;1;1;1;0.1721
1782986;CB;01/01/2018;2018;1;1;1;0.2999
1802711;CBMZ;01/01/2018;2018;1;1;1;0.2188
1829297;CB;01/01/2018;2018;1;1;1;0.215
1380810;CB;01/01/2018;2018;1;1;1;0.13745
1853025;CBMZ;01/01/2018;2018;1;1;1;0.1354
1901882;CB;01/01/2018;2018;1;1;1;0.1598
1902009;CBGL;01/01/2018;2018;1;1;1;0.1434
1381962;CB;01/01/2018;2018;1;1;1;0.1272
1918725;CB;01/01/2018;2018;1;1;1;0.1604
1931565;CBMZ;01/01/2018;2018;1;1;1;0.1485
1935203;CBMZ;01/01/2018;2018;1;1;1;0.1448
1947277;CBGL;01/01/2018;2018;1;1;1;0.156
1961555;CB;01/01/2018;2018;1;1;1;0.2207
1972680;CB;01/01/2018;2018;1;1;1;0.1557
1992012;CB;01/01/2018;2018;1;1;1;0.2077
2002604;CB;01/01/2018;2018;1;1;1;0.1676
2011189;CB;01/01/2018;2018;1;1;1;0.1603
1453394;CB;01/01/2018;2018;1;1;1;0.1465
2027065;CBMZ;01/01/2018;2018;1;1;1;0.1638
2032849;CBMZ;01/01/2018;2018;1;1;1;0.14385
2088128;CB;01/01/2018;2018;1;1;1;0.182
1489733;CBMZ;01/01/2018;2018;1;1;1;0.2013
2090897;CB;01/01/2018;2018;1;1;1;0.1858
2098383;CBGL;01/01/2018;2018;1;1;1;0.1615
2107770;CBMZ;01/01/2018;2018;1;1;1;0.1711
1518882;CBMZ;01/01/2018;2018;1;1;1;0.1462
2139515;CBMZ;01/01/2018;2018;1;1;1;0.1679
2140103;CBMZ;01/01/2018;2018;1;1;1;0.14455
2155147;CBMZ;01/01/2018;2018;1;1;1;0.2388
1519791;CB;01/01/2018;2018;1;1;1;0.1662
2164785;CBMZ;01/01/2018;2018;1;1;1;0.1372
2169730;CB;01/01/2018;2018;1;1;1;0.2198
2181391;CBMZ;01/01/2018;2018;1;1;1;0.1504
2192978;CBMZ;01/01/2018;2018;1;1;1;0.1511
2253288;CB;01/01/2018;2018;1;1;1;0.1941
2255078;CBMZ;01/01/2018;2018;1;1;1;0.1812
2329547;CB;01/01/2018;2018;1;1;1;0.1509
2337562;CB;01/01/2018;2018;1;1;1;0.1873
2345030;CBGL;01/01/2018;2018;1;1;1;0.13865
2357697;CB;01/01/2018;2018;1;1;1;0.1636
2371490;CB;01/01/2018;2018;1;1;1;0.2265
2415923;CBMZ;01/01/2018;2018;1;1;1;0.09015
2434329;CB;01/01/2018;2018;1;1;1;0.1813
2448279;CB;01/01/2018;2018;1;1;1;0.1935
2461775;CBSOR;01/01/2018;2018;1;1;1;0.138
2466972;CB;01/01/2018;2018;1;1;1;0.1876
2471523;CBMZ;01/01/2018;2018;1;1;1;0.1739
2518164;CB;01/01/2018;2018;1;1;1;0.1558
2520948;CB;01/01/2018;2018;1;1;1;0.233
2535820;CBMZ;01/01/2018;2018;1;1;1;0.1708
2536821;CB;01/01/2018;2018;1;1;1;0.1606
2541186;CB;01/01/2018;2018;1;1;1;0.1884
2552594;CB;01/01/2018;2018;1;1;1;0.2897
2572178;CB;01/01/2018;2018;1;1;1;0.1593
2616468;CB;01/01/2018;2018;1;1;1;0.1842
1776377;CBMZ;01/01/2018;2018;1;1;1;0.15215
2640513;CB;01/01/2018;2018;1;1;1;0.1268
2640547;CBMZ;01/01/2018;2018;1;1;1;0.1823
2644845;CB;01/01/2018;2018;1;1;1;0.1872
2645053;CB;01/01/2018;2018;1;1;1;0.1966
2656435;CBMZ;01/01/2018;2018;1;1;1;0.2016
2683569;CB;01/01/2018;2018;1;1;1;0.2596
2697616;CBGL;01/01/2018;2018;1;1;1;0.2682
2711565;CB;01/01/2018;2018;1;1;1;0.14285
2731769;CBMZ;01/01/2018;2018;1;1;1;0.11295
1830054;CB;01/01/2018;2018;1;1;1;0.1199
2753837;CB;01/01/2018;2018;1;1;1;0.1437
2786435;CB;01/01/2018;2018;1;1;1;0.1257
2788253;CB;01/01/2018;2018;1;1;1;0.18385
2810397;CBMZ;01/01/2018;2018;1;1;1;0.1347
2841470;CB;01/01/2018;2018;1;1;1;0.1336
2893104;CBMZ;01/01/2018;2018;1;1;1;0.1665
2894627;CB;01/01/2018;2018;1;1;1;0.15375
2898380;CBMZ;01/01/2018;2018;1;1;1;0.1779
2902331;CBMZ;01/01/2018;2018;1;1;1;0.145
1893207;CBMZ;01/01/2018;2018;1;1;1;0.1627
2966450;CBAF;01/01/2018;2018;1;1;1;0.1482
125570;CBMZ;01/01/2018;2018;1;1;1;0.1475
1956992;CBMZ;01/01/2018;2018;1;1;1;0.1355
2975017;CBMZ;01/01/2018;2018;1;1;1;0.144
2993953;CBMZ;01/01/2018;2018;1;1;1;0.1751
3011418;CB;01/01/2018;2018;1;1;1;0.2478
3030304;CB;01/01/2018;2018;1;1;1;0.128
3043607;CBMZ;01/01/2018;2018;1;1;1;0.1384
1986879;CBMZ;01/01/2018;2018;1;1;1;0.1482
3057451;CB;01/01/2018;2018;1;1;1;0.147
3069354;CBMZ;01/01/2018;2018;1;1;1;0.1594
3085967;CB;01/01/2018;2018;1;1;1;0.30395
3182047;CBMZ;01/01/2018;2018;1;1;1;0.1757
3182741;CB;01/01/2018;2018;1;1;1;0.1558
3183527;CB;01/01/2018;2018;1;1;1;0.2706
2043783;CB;01/01/2018;2018;1;1;1;0.1017
3187372;CB;01/01/2018;2018;1;1;1;0.0864
3202623;CBMZ;01/01/2018;2018;1;1;1;0.1595
3212004;CB;01/01/2018;2018;1;1;1;0.25325
3215006;CBMZ;01/01/2018;2018;1;1;1;0.22175
3245035;CBMZ;01/01/2018;2018;1;1;1;0.16425
2044817;CBMZ;01/01/2018;2018;1;1;1;0.1305
3256846;CBMZ;01/01/2018;2018;1;1;1;0.3023
2097061;CBMZ;01/01/2018;2018;1;1;1;0.1358
3325945;CBMZ;01/01/2018;2018;1;1;1;0.1869
3338614;CB;01/01/2018;2018;1;1;1;0.22175
3385534;CB;01/01/2018;2018;1;1;1;0.17055
2139511;CBMZ;01/01/2018;2018;1;1;1;0.1276
3416572;CBSOJ;01/01/2018;2018;1;1;1;0.1793
3441721;CBMZ;01/01/2018;2018;1;1;1;0.2124
3445169;CBMZ;01/01/2018;2018;1;1;1;0.1851
3455245;CBMZ;01/01/2018;2018;1;1;1;0.2362
2144281;CB;01/01/2018;2018;1;1;1;0.1372
3479959;CB;01/01/2018;2018;1;1;1;0.3438
3543294;CB;01/01/2018;2018;1;1;1;0.1426
3558440;CBMZ;01/01/2018;2018;1;1;1;0.1661
3564987;CB;01/01/2018;2018;1;1;1;0.16475
3578640;CBMZ;01/01/2018;2018;1;1;1;0.1722
3581882;CB;01/01/2018;2018;1;1;1;0.1161
3594131;CB;01/01/2018;2018;1;1;1;0.1354
3595658;CBMZ;01/01/2018;2018;1;1;1;0.1076
181584;CB;01/01/2018;2018;1;1;1;0.1504
3615280;CBMZ;01/01/2018;2018;1;1;1;0.13145
3652574;CBMZ;01/01/2018;2018;1;1;1;0.1779
3655224;CB;01/01/2018;2018;1;1;1;0.1477
3679141;CBMZ;01/01/2018;2018;1;1;1;0.19525
3680357;CBGL;01/01/2018;2018;1;1;1;0.20305
3687108;CBSOR;01/01/2018;2018;1;1;1;0.09825
3696068;CB;01/01/2018;2018;1;1;1;0.1771
3723447;CBMZ;01/01/2018;2018;1;1;1;0.15605
3765410;CB;01/01/2018;2018;1;1;1;0.2133
3776795;CBGL;01/01/2018;2018;1;1;1;0.18805
3779310;CBRGP;01/01/2018;2018;1;1;1;0.1368
3781253;CB;01/01/2018;2018;1;1;1;0.13105
3806762;CBMZ;01/01/2018;2018;1;1;1;0.1563
2295979;CBMZ;01/01/2018;2018;1;1;1;0.10875
3821752;CB;01/01/2018;2018;1;1;1;0.1663
3822537;CBMZ;01/01/2018;2018;1;1;1;0.1791
3849825;CBMZ;01/01/2018;2018;1;1;1;0.1302
3859692;CBMZ;01/01/2018;2018;1;1;1;0.1635
3862094;CBMZ;01/01/2018;2018;1;1;1;0.163
3863551;CBMZ;01/01/2018;2018;1;1;1;0.18235
3877800;CBMZ;01/01/2018;2018;1;1;1;0.1579
3877819;CB;01/01/2018;2018;1;1;1;0.1901
3896493;CB;01/01/2018;2018;1;1;1;0.1341
3897312;CBMZ;01/01/2018;2018;1;1;1;0.1723
3910551;CB;01/01/2018;2018;1;1;1;0.2304
2309535;CBMZ;01/01/2018;2018;1;1;1;0.1531
3947691;CB;01/01/2018;2018;1;1;1;0.12815
3953050;CBMZ;01/01/2018;2018;1;1;1;0.1587
