fid;Cultivo;Fecha;Year;mes;dia;DOY;NDVI
673031;CB;11/04/2018;2018;4;11;101;NA
226511;CBMZ;11/04/2018;2018;4;11;101;NA
241686;CB;11/04/2018;2018;4;11;101;NA
242753;CB;11/04/2018;2018;4;11;101;NA
268496;CB;11/04/2018;2018;4;11;101;NA
291678;CBMZ;11/04/2018;2018;4;11;101;NA
313277;CBMZ;11/04/2018;2018;4;11;101;NA
320890;CBMZ;11/04/2018;2018;4;11;101;NA
430804;CB;11/04/2018;2018;4;11;101;NA
708235;CBMZ;11/04/2018;2018;4;11;101;NA
442242;CBMZ;11/04/2018;2018;4;11;101;NA
450592;CB;11/04/2018;2018;4;11;101;NA
481567;CBMZ;11/04/2018;2018;4;11;101;NA
490692;CBGL;11/04/2018;2018;4;11;101;NA
506270;CB;11/04/2018;2018;4;11;101;NA
527084;CBMZ;11/04/2018;2018;4;11;101;NA
540459;CBMZ;11/04/2018;2018;4;11;101;NA
540609;CB;11/04/2018;2018;4;11;101;NA
565009;CBMZ;11/04/2018;2018;4;11;101;NA
572965;CBMZ;11/04/2018;2018;4;11;101;NA
582563;CBSOR;11/04/2018;2018;4;11;101;NA
593501;CBMZ;11/04/2018;2018;4;11;101;NA
596715;CB;11/04/2018;2018;4;11;101;NA
620603;CBMZ;11/04/2018;2018;4;11;101;NA
627566;CBMZ;11/04/2018;2018;4;11;101;NA
637709;CB;11/04/2018;2018;4;11;101;NA
639218;CB;11/04/2018;2018;4;11;101;NA
687470;CB;11/04/2018;2018;4;11;101;NA
701924;CBMZ;11/04/2018;2018;4;11;101;NA
721374;CBMZ;11/04/2018;2018;4;11;101;NA
901490;CB;11/04/2018;2018;4;11;101;NA
755132;CB;11/04/2018;2018;4;11;101;NA
764005;CB;11/04/2018;2018;4;11;101;NA
782113;CBMZ;11/04/2018;2018;4;11;101;NA
901539;CB;11/04/2018;2018;4;11;101;NA
831518;CB;11/04/2018;2018;4;11;101;NA
832828;CBMZ;11/04/2018;2018;4;11;101;NA
839651;CB;11/04/2018;2018;4;11;101;NA
921051;CB;11/04/2018;2018;4;11;101;NA
854304;CBMZ;11/04/2018;2018;4;11;101;NA
863969;CBMZ;11/04/2018;2018;4;11;101;NA
875365;CB;11/04/2018;2018;4;11;101;NA
880567;CBMZ;11/04/2018;2018;4;11;101;NA
889324;CBMZ;11/04/2018;2018;4;11;101;NA
889492;CB;11/04/2018;2018;4;11;101;NA
934729;CB;11/04/2018;2018;4;11;101;NA
949141;CBMZ;11/04/2018;2018;4;11;101;NA
982101;CBMZ;11/04/2018;2018;4;11;101;NA
983746;CB;11/04/2018;2018;4;11;101;NA
986243;CBMZ;11/04/2018;2018;4;11;101;NA
62671;CB;11/04/2018;2018;4;11;101;NA
927751;CBMZ;11/04/2018;2018;4;11;101;NA
996381;CBMZ;11/04/2018;2018;4;11;101;NA
997883;CB;11/04/2018;2018;4;11;101;NA
1020877;CBMZ;11/04/2018;2018;4;11;101;NA
1024757;CBMZ;11/04/2018;2018;4;11;101;NA
957683;CB;11/04/2018;2018;4;11;101;NA
1053584;CB;11/04/2018;2018;4;11;101;NA
1058980;CB;11/04/2018;2018;4;11;101;NA
1084230;CBMZ;11/04/2018;2018;4;11;101;NA
1094568;CB;11/04/2018;2018;4;11;101;NA
1136403;CB;11/04/2018;2018;4;11;101;NA
1171286;CB;11/04/2018;2018;4;11;101;NA
1009515;CBMZ;11/04/2018;2018;4;11;101;NA
1171306;CB;11/04/2018;2018;4;11;101;NA
1175493;CB;11/04/2018;2018;4;11;101;NA
1195398;CBMZ;11/04/2018;2018;4;11;101;NA
1200286;CB;11/04/2018;2018;4;11;101;NA
1208533;CBGL;11/04/2018;2018;4;11;101;NA
1213748;CB;11/04/2018;2018;4;11;101;NA
1240030;CB;11/04/2018;2018;4;11;101;NA
1249628;CB;11/04/2018;2018;4;11;101;NA
1275138;CB;11/04/2018;2018;4;11;101;NA
1284512;CBGL;11/04/2018;2018;4;11;101;NA
1299078;CBMZ;11/04/2018;2018;4;11;101;NA
1303689;CB;11/04/2018;2018;4;11;101;NA
1340800;CBMZ;11/04/2018;2018;4;11;101;NA
1363343;CBMZ;11/04/2018;2018;4;11;101;NA
1392476;CBMZ;11/04/2018;2018;4;11;101;NA
1472730;CB;11/04/2018;2018;4;11;101;NA
1496084;CB;11/04/2018;2018;4;11;101;NA
1510036;CBMZ;11/04/2018;2018;4;11;101;NA
1524249;CB;11/04/2018;2018;4;11;101;NA
1572536;CB;11/04/2018;2018;4;11;101;NA
1577031;CBSOR;11/04/2018;2018;4;11;101;NA
1240801;CBMZ;11/04/2018;2018;4;11;101;NA
1603592;CBMZ;11/04/2018;2018;4;11;101;NA
1643534;CBMZ;11/04/2018;2018;4;11;101;NA
1663343;CB;11/04/2018;2018;4;11;101;NA
1697377;CBMZ;11/04/2018;2018;4;11;101;NA
1697907;CBMZ;11/04/2018;2018;4;11;101;NA
1730753;CBSOR;11/04/2018;2018;4;11;101;NA
1735722;CB;11/04/2018;2018;4;11;101;NA
1759509;CBMZ;11/04/2018;2018;4;11;101;NA
1767717;CB;11/04/2018;2018;4;11;101;NA
1782986;CB;11/04/2018;2018;4;11;101;NA
1802711;CBMZ;11/04/2018;2018;4;11;101;NA
1829297;CB;11/04/2018;2018;4;11;101;NA
1380810;CB;11/04/2018;2018;4;11;101;NA
1853025;CBMZ;11/04/2018;2018;4;11;101;NA
1901882;CB;11/04/2018;2018;4;11;101;NA
1902009;CBGL;11/04/2018;2018;4;11;101;NA
1381962;CB;11/04/2018;2018;4;11;101;NA
1918725;CB;11/04/2018;2018;4;11;101;NA
1931565;CBMZ;11/04/2018;2018;4;11;101;NA
1935203;CBMZ;11/04/2018;2018;4;11;101;NA
1947277;CBGL;11/04/2018;2018;4;11;101;NA
1961555;CB;11/04/2018;2018;4;11;101;NA
1972680;CB;11/04/2018;2018;4;11;101;NA
1992012;CB;11/04/2018;2018;4;11;101;NA
2002604;CB;11/04/2018;2018;4;11;101;NA
2011189;CB;11/04/2018;2018;4;11;101;NA
1453394;CB;11/04/2018;2018;4;11;101;NA
2027065;CBMZ;11/04/2018;2018;4;11;101;NA
2032849;CBMZ;11/04/2018;2018;4;11;101;NA
2088128;CB;11/04/2018;2018;4;11;101;NA
1489733;CBMZ;11/04/2018;2018;4;11;101;NA
2090897;CB;11/04/2018;2018;4;11;101;NA
2098383;CBGL;11/04/2018;2018;4;11;101;NA
2107770;CBMZ;11/04/2018;2018;4;11;101;NA
1518882;CBMZ;11/04/2018;2018;4;11;101;NA
2139515;CBMZ;11/04/2018;2018;4;11;101;NA
2140103;CBMZ;11/04/2018;2018;4;11;101;NA
2155147;CBMZ;11/04/2018;2018;4;11;101;NA
1519791;CB;11/04/2018;2018;4;11;101;NA
2164785;CBMZ;11/04/2018;2018;4;11;101;NA
2169730;CB;11/04/2018;2018;4;11;101;NA
2181391;CBMZ;11/04/2018;2018;4;11;101;NA
2192978;CBMZ;11/04/2018;2018;4;11;101;NA
2253288;CB;11/04/2018;2018;4;11;101;NA
2255078;CBMZ;11/04/2018;2018;4;11;101;NA
2329547;CB;11/04/2018;2018;4;11;101;NA
2337562;CB;11/04/2018;2018;4;11;101;NA
2345030;CBGL;11/04/2018;2018;4;11;101;NA
2357697;CB;11/04/2018;2018;4;11;101;NA
2371490;CB;11/04/2018;2018;4;11;101;NA
2415923;CBMZ;11/04/2018;2018;4;11;101;NA
2434329;CB;11/04/2018;2018;4;11;101;NA
2448279;CB;11/04/2018;2018;4;11;101;NA
2461775;CBSOR;11/04/2018;2018;4;11;101;NA
2466972;CB;11/04/2018;2018;4;11;101;NA
2471523;CBMZ;11/04/2018;2018;4;11;101;NA
2518164;CB;11/04/2018;2018;4;11;101;NA
2520948;CB;11/04/2018;2018;4;11;101;NA
2535820;CBMZ;11/04/2018;2018;4;11;101;NA
2536821;CB;11/04/2018;2018;4;11;101;NA
2541186;CB;11/04/2018;2018;4;11;101;NA
2552594;CB;11/04/2018;2018;4;11;101;NA
2572178;CB;11/04/2018;2018;4;11;101;NA
2616468;CB;11/04/2018;2018;4;11;101;NA
1776377;CBMZ;11/04/2018;2018;4;11;101;NA
2640513;CB;11/04/2018;2018;4;11;101;NA
2640547;CBMZ;11/04/2018;2018;4;11;101;NA
2644845;CB;11/04/2018;2018;4;11;101;NA
2645053;CB;11/04/2018;2018;4;11;101;NA
2656435;CBMZ;11/04/2018;2018;4;11;101;NA
2683569;CB;11/04/2018;2018;4;11;101;NA
2697616;CBGL;11/04/2018;2018;4;11;101;NA
2711565;CB;11/04/2018;2018;4;11;101;NA
2731769;CBMZ;11/04/2018;2018;4;11;101;NA
1830054;CB;11/04/2018;2018;4;11;101;NA
2753837;CB;11/04/2018;2018;4;11;101;NA
2786435;CB;11/04/2018;2018;4;11;101;NA
2788253;CB;11/04/2018;2018;4;11;101;NA
2810397;CBMZ;11/04/2018;2018;4;11;101;NA
2841470;CB;11/04/2018;2018;4;11;101;NA
2893104;CBMZ;11/04/2018;2018;4;11;101;NA
2894627;CB;11/04/2018;2018;4;11;101;NA
2898380;CBMZ;11/04/2018;2018;4;11;101;NA
2902331;CBMZ;11/04/2018;2018;4;11;101;NA
1893207;CBMZ;11/04/2018;2018;4;11;101;NA
2966450;CBAF;11/04/2018;2018;4;11;101;NA
125570;CBMZ;11/04/2018;2018;4;11;101;NA
1956992;CBMZ;11/04/2018;2018;4;11;101;NA
2975017;CBMZ;11/04/2018;2018;4;11;101;NA
2993953;CBMZ;11/04/2018;2018;4;11;101;NA
3011418;CB;11/04/2018;2018;4;11;101;NA
3030304;CB;11/04/2018;2018;4;11;101;NA
3043607;CBMZ;11/04/2018;2018;4;11;101;NA
1986879;CBMZ;11/04/2018;2018;4;11;101;NA
3057451;CB;11/04/2018;2018;4;11;101;NA
3069354;CBMZ;11/04/2018;2018;4;11;101;NA
3085967;CB;11/04/2018;2018;4;11;101;NA
3182047;CBMZ;11/04/2018;2018;4;11;101;NA
3182741;CB;11/04/2018;2018;4;11;101;NA
3183527;CB;11/04/2018;2018;4;11;101;NA
2043783;CB;11/04/2018;2018;4;11;101;NA
3187372;CB;11/04/2018;2018;4;11;101;NA
3202623;CBMZ;11/04/2018;2018;4;11;101;NA
3212004;CB;11/04/2018;2018;4;11;101;NA
3215006;CBMZ;11/04/2018;2018;4;11;101;NA
3245035;CBMZ;11/04/2018;2018;4;11;101;NA
2044817;CBMZ;11/04/2018;2018;4;11;101;NA
3256846;CBMZ;11/04/2018;2018;4;11;101;NA
2097061;CBMZ;11/04/2018;2018;4;11;101;NA
3325945;CBMZ;11/04/2018;2018;4;11;101;NA
3338614;CB;11/04/2018;2018;4;11;101;NA
3385534;CB;11/04/2018;2018;4;11;101;NA
2139511;CBMZ;11/04/2018;2018;4;11;101;NA
3416572;CBSOJ;11/04/2018;2018;4;11;101;NA
3441721;CBMZ;11/04/2018;2018;4;11;101;NA
3445169;CBMZ;11/04/2018;2018;4;11;101;NA
3455245;CBMZ;11/04/2018;2018;4;11;101;NA
2144281;CB;11/04/2018;2018;4;11;101;NA
3479959;CB;11/04/2018;2018;4;11;101;NA
3543294;CB;11/04/2018;2018;4;11;101;NA
3558440;CBMZ;11/04/2018;2018;4;11;101;NA
3564987;CB;11/04/2018;2018;4;11;101;NA
3578640;CBMZ;11/04/2018;2018;4;11;101;NA
3581882;CB;11/04/2018;2018;4;11;101;NA
3594131;CB;11/04/2018;2018;4;11;101;NA
3595658;CBMZ;11/04/2018;2018;4;11;101;NA
181584;CB;11/04/2018;2018;4;11;101;NA
3615280;CBMZ;11/04/2018;2018;4;11;101;NA
3652574;CBMZ;11/04/2018;2018;4;11;101;NA
3655224;CB;11/04/2018;2018;4;11;101;NA
3679141;CBMZ;11/04/2018;2018;4;11;101;NA
3680357;CBGL;11/04/2018;2018;4;11;101;NA
3687108;CBSOR;11/04/2018;2018;4;11;101;NA
3696068;CB;11/04/2018;2018;4;11;101;NA
3723447;CBMZ;11/04/2018;2018;4;11;101;NA
3765410;CB;11/04/2018;2018;4;11;101;NA
3776795;CBGL;11/04/2018;2018;4;11;101;NA
3779310;CBRGP;11/04/2018;2018;4;11;101;NA
3781253;CB;11/04/2018;2018;4;11;101;NA
3806762;CBMZ;11/04/2018;2018;4;11;101;NA
2295979;CBMZ;11/04/2018;2018;4;11;101;NA
3821752;CB;11/04/2018;2018;4;11;101;NA
3822537;CBMZ;11/04/2018;2018;4;11;101;NA
3849825;CBMZ;11/04/2018;2018;4;11;101;NA
3859692;CBMZ;11/04/2018;2018;4;11;101;NA
3862094;CBMZ;11/04/2018;2018;4;11;101;NA
3863551;CBMZ;11/04/2018;2018;4;11;101;NA
3877800;CBMZ;11/04/2018;2018;4;11;101;NA
3877819;CB;11/04/2018;2018;4;11;101;NA
3896493;CB;11/04/2018;2018;4;11;101;NA
3897312;CBMZ;11/04/2018;2018;4;11;101;NA
3910551;CB;11/04/2018;2018;4;11;101;NA
2309535;CBMZ;11/04/2018;2018;4;11;101;NA
3947691;CB;11/04/2018;2018;4;11;101;NA
3953050;CBMZ;11/04/2018;2018;4;11;101;NA
3963206;CB;11/04/2018;2018;4;11;101;NA
3976441;CBMZ;11/04/2018;2018;4;11;101;NA
3985138;CBMZ;11/04/2018;2018;4;11;101;NA
3995771;CB;11/04/2018;2018;4;11;101;NA
2439167;CB;11/04/2018;2018;4;11;101;NA
4052778;CB;11/04/2018;2018;4;11;101;NA
4059543;CB;11/04/2018;2018;4;11;101;NA
4067506;CBMZ;11/04/2018;2018;4;11;101;NA
4076357;CBMZ;11/04/2018;2018;4;11;101;NA
4133735;CBGL;11/04/2018;2018;4;11;101;NA
4147993;CBGL;11/04/2018;2018;4;11;101;NA
4190095;CB;11/04/2018;2018;4;11;101;NA
2502227;CBMZ;11/04/2018;2018;4;11;101;NA
4207341;CB;11/04/2018;2018;4;11;101;NA
4254474;CB;11/04/2018;2018;4;11;101;NA
2551435;CB;11/04/2018;2018;4;11;101;NA
4270057;CBRGP;11/04/2018;2018;4;11;101;NA
4274755;CBMZ;11/04/2018;2018;4;11;101;NA
4320361;CB;11/04/2018;2018;4;11;101;NA
4343686;CBMZ;11/04/2018;2018;4;11;101;NA
4344945;CBMZ;11/04/2018;2018;4;11;101;NA
4380966;CB;11/04/2018;2018;4;11;101;NA
4398610;CB;11/04/2018;2018;4;11;101;NA
4415311;CBGL;11/04/2018;2018;4;11;101;NA
4500750;CB;11/04/2018;2018;4;11;101;NA
4504372;CBMZ;11/04/2018;2018;4;11;101;NA
4521571;CB;11/04/2018;2018;4;11;101;NA
4538388;CB;11/04/2018;2018;4;11;101;NA
4542577;CBMZ;11/04/2018;2018;4;11;101;NA
4561054;CBMZ;11/04/2018;2018;4;11;101;NA
4571987;CBMZ;11/04/2018;2018;4;11;101;NA
4589470;CBMZ;11/04/2018;2018;4;11;101;NA
4599076;CB;11/04/2018;2018;4;11;101;NA
4599831;CBMZ;11/04/2018;2018;4;11;101;NA
2721151;CB;11/04/2018;2018;4;11;101;NA
4656531;CBMZ;11/04/2018;2018;4;11;101;NA
4665044;CB;11/04/2018;2018;4;11;101;NA
4674305;CB;11/04/2018;2018;4;11;101;NA
4730984;CB;11/04/2018;2018;4;11;101;NA
4742677;CB;11/04/2018;2018;4;11;101;NA
4758350;CBMZ;11/04/2018;2018;4;11;101;NA
4779093;CB;11/04/2018;2018;4;11;101;NA
4797276;CB;11/04/2018;2018;4;11;101;NA
4804761;CB;11/04/2018;2018;4;11;101;NA
2777093;CBMZ;11/04/2018;2018;4;11;101;NA
4814797;CBMZ;11/04/2018;2018;4;11;101;NA
4816354;CBMZ;11/04/2018;2018;4;11;101;NA
4816600;CB;11/04/2018;2018;4;11;101;NA
4897391;CBMZ;11/04/2018;2018;4;11;101;NA
4901034;CB;11/04/2018;2018;4;11;101;NA
4901070;CBMZ;11/04/2018;2018;4;11;101;NA
2805518;CB;11/04/2018;2018;4;11;101;NA
4952950;CB;11/04/2018;2018;4;11;101;NA
4958191;CB;11/04/2018;2018;4;11;101;NA
4972795;CBMZ;11/04/2018;2018;4;11;101;NA
4976652;CB;11/04/2018;2018;4;11;101;NA
4977944;CB;11/04/2018;2018;4;11;101;NA
2855051;CBMZ;11/04/2018;2018;4;11;101;NA
4989093;CB;11/04/2018;2018;4;11;101;NA
5000405;CBMZ;11/04/2018;2018;4;11;101;NA
5047714;CB;11/04/2018;2018;4;11;101;NA
5085153;CB;11/04/2018;2018;4;11;101;NA
5099443;CBMZ;11/04/2018;2018;4;11;101;NA
5121627;CBMZ;11/04/2018;2018;4;11;101;NA
5150092;CB;11/04/2018;2018;4;11;101;NA
2923088;CBMZ;11/04/2018;2018;4;11;101;NA
5152227;CB;11/04/2018;2018;4;11;101;NA
5153156;CBMZ;11/04/2018;2018;4;11;101;NA
5160603;CB;11/04/2018;2018;4;11;101;NA
5176356;CBGL;11/04/2018;2018;4;11;101;NA
5202866;CBMZ;11/04/2018;2018;4;11;101;NA
2937959;CB;11/04/2018;2018;4;11;101;NA
5213685;CB;11/04/2018;2018;4;11;101;NA
5218438;CBMZ;11/04/2018;2018;4;11;101;NA
5222818;CBMZ;11/04/2018;2018;4;11;101;NA
5232554;CBMZ;11/04/2018;2018;4;11;101;NA
5239204;CB;11/04/2018;2018;4;11;101;NA
5256439;CBMZ;11/04/2018;2018;4;11;101;NA
5275536;CB;11/04/2018;2018;4;11;101;NA
5278162;CB;11/04/2018;2018;4;11;101;NA
5283269;CBMZ;11/04/2018;2018;4;11;101;NA
5294055;CBMZ;11/04/2018;2018;4;11;101;NA
5297459;CB;11/04/2018;2018;4;11;101;NA
5331004;CB;11/04/2018;2018;4;11;101;NA
5336182;CBMZ;11/04/2018;2018;4;11;101;NA
5372324;CBMZ;11/04/2018;2018;4;11;101;NA
5396615;CB;11/04/2018;2018;4;11;101;NA
5406986;CBMZ;11/04/2018;2018;4;11;101;NA
3131335;CB;11/04/2018;2018;4;11;101;NA
12821;CB;11/04/2018;2018;4;11;101;NA
25016;CBMZ;11/04/2018;2018;4;11;101;NA
3286989;CB;11/04/2018;2018;4;11;101;NA
122595;CB;11/04/2018;2018;4;11;101;NA
139011;CB;11/04/2018;2018;4;11;101;NA
3311089;CBMZ;11/04/2018;2018;4;11;101;NA
181041;CB;11/04/2018;2018;4;11;101;NA
209792;CB;11/04/2018;2018;4;11;101;NA
210100;CB;11/04/2018;2018;4;11;101;NA
221839;CB;11/04/2018;2018;4;11;101;NA
244175;CBTFF;11/04/2018;2018;4;11;101;NA
248691;CB;11/04/2018;2018;4;11;101;NA
256432;CBTFF;11/04/2018;2018;4;11;101;NA
29300;CBMZ;21/04/2018;2018;4;21;111;0.8003
3357217;CB;21/04/2018;2018;4;21;111;0.4803
355256;CB;21/04/2018;2018;4;21;111;0.9149
366723;CB;21/04/2018;2018;4;21;111;0.9262
3411733;CBMZ;21/04/2018;2018;4;21;111;0.8587
433566;CB;21/04/2018;2018;4;21;111;0.2106
501099;CBMZ;21/04/2018;2018;4;21;111;0.9314
580666;CB;21/04/2018;2018;4;21;111;0.9328
3454775;CBMZ;21/04/2018;2018;4;21;111;0.9348
586878;CBMZ;21/04/2018;2018;4;21;111;0.9131
707673;CBMZ;21/04/2018;2018;4;21;111;0.915
710941;CB;21/04/2018;2018;4;21;111;0.7007
3493461;CB;21/04/2018;2018;4;21;111;0.9488
733566;CB;21/04/2018;2018;4;21;111;0.2879
747553;CB;21/04/2018;2018;4;21;111;0.9389
766617;CBMZ;21/04/2018;2018;4;21;111;0.9079
771079;CBMZ;21/04/2018;2018;4;21;111;0.9355
3526153;CBMZ;21/04/2018;2018;4;21;111;0.7774
830965;CBMZ;21/04/2018;2018;4;21;111;0.9324
833329;CB;21/04/2018;2018;4;21;111;0.6922
844919;CB;21/04/2018;2018;4;21;111;0.8255
848110;CB;21/04/2018;2018;4;21;111;0.5172
3569975;CBMZ;21/04/2018;2018;4;21;111;0.9345
1006979;CBTFF;21/04/2018;2018;4;21;111;0.9317
1034460;CBMZ;21/04/2018;2018;4;21;111;0.9065
3595775;CBMZ;21/04/2018;2018;4;21;111;0.93465
1049256;CB;21/04/2018;2018;4;21;111;0.894
1066845;CB;21/04/2018;2018;4;21;111;0.4923
3610044;CBMZ;21/04/2018;2018;4;21;111;0.8212
1149047;CB;21/04/2018;2018;4;21;111;0.2092
1190560;CBMZ;21/04/2018;2018;4;21;111;0.9332
3666143;CB;21/04/2018;2018;4;21;111;0.9355
1222397;CB;21/04/2018;2018;4;21;111;0.9218
1222471;CB;21/04/2018;2018;4;21;111;0.15965
1266859;CBMZ;21/04/2018;2018;4;21;111;0.9232
340208;CBMZ;21/04/2018;2018;4;21;111;0.8734
3713081;CB;21/04/2018;2018;4;21;111;0.8424
1352160;CB;21/04/2018;2018;4;21;111;0.2788
3736700;CBMZ;21/04/2018;2018;4;21;111;0.80485
1430877;CB;21/04/2018;2018;4;21;111;0.3737
1459578;CBMZ;21/04/2018;2018;4;21;111;0.90815
1479627;CB;21/04/2018;2018;4;21;111;0.6414
3751873;CBMZ;21/04/2018;2018;4;21;111;0.88685
1518514;CB;21/04/2018;2018;4;21;111;0.4985
1538148;CB;21/04/2018;2018;4;21;111;0.906
1558605;CBMZ;21/04/2018;2018;4;21;111;0.8958
1574561;CB;21/04/2018;2018;4;21;111;0.9122
1603039;CB;21/04/2018;2018;4;21;111;0.8821
1614420;CB;21/04/2018;2018;4;21;111;0.2494
1616629;CBRGP;21/04/2018;2018;4;21;111;0.7715
1662863;CBMZ;21/04/2018;2018;4;21;111;0.9172
1665656;CB;21/04/2018;2018;4;21;111;0.62125
1705323;CBMZ;21/04/2018;2018;4;21;111;0.9406
3863430;CB;21/04/2018;2018;4;21;111;0.8744
3872585;CBMZ;21/04/2018;2018;4;21;111;0.9113
1838894;CB;21/04/2018;2018;4;21;111;0.8355
1849431;CB;21/04/2018;2018;4;21;111;0.8888
1888777;CBTFF;21/04/2018;2018;4;21;111;0.923
3919553;CB;21/04/2018;2018;4;21;111;0.55855
1926729;CB;21/04/2018;2018;4;21;111;0.705
1976479;CB;21/04/2018;2018;4;21;111;0.8841
3973500;CB;21/04/2018;2018;4;21;111;0.7742
2092638;CBMZ;21/04/2018;2018;4;21;111;0.9076
2113698;CB;21/04/2018;2018;4;21;111;0.8302
2124529;CB;21/04/2018;2018;4;21;111;0.7574
2152163;CB;21/04/2018;2018;4;21;111;0.9147
340574;CB;21/04/2018;2018;4;21;111;0.5485
2184453;CB;21/04/2018;2018;4;21;111;0.92815
2192413;CB;21/04/2018;2018;4;21;111;0.492
2231370;CB;21/04/2018;2018;4;21;111;0.4227
2251831;CB;21/04/2018;2018;4;21;111;0.9403
2305957;CBMZ;21/04/2018;2018;4;21;111;0.8908
2306522;CB;21/04/2018;2018;4;21;111;0.9229
2309224;CB;21/04/2018;2018;4;21;111;0.2484
2320819;CB;21/04/2018;2018;4;21;111;0.80185
4062212;CB;21/04/2018;2018;4;21;111;0.92595
2323683;CBMZ;21/04/2018;2018;4;21;111;0.9053
2386997;CB;21/04/2018;2018;4;21;111;0.87675
2395501;CBMZ;21/04/2018;2018;4;21;111;0.9448
2397787;CB;21/04/2018;2018;4;21;111;0.8276
4063153;CB;21/04/2018;2018;4;21;111;0.81475
2464906;CB;21/04/2018;2018;4;21;111;0.9001
2467816;CB;21/04/2018;2018;4;21;111;0.6565
2565939;CBMZ;21/04/2018;2018;4;21;111;0.9123
2578037;CB;21/04/2018;2018;4;21;111;0.4539
2624226;CB;21/04/2018;2018;4;21;111;0.9253
2632052;CB;21/04/2018;2018;4;21;111;0.9246
2634660;CB;21/04/2018;2018;4;21;111;0.18605
2694153;CBMZ;21/04/2018;2018;4;21;111;0.9244
2708049;CBMZ;21/04/2018;2018;4;21;111;0.789
2716831;CBMZ;21/04/2018;2018;4;21;111;0.8853
2750523;CB;21/04/2018;2018;4;21;111;0.3817
2758300;CBMZ;21/04/2018;2018;4;21;111;0.9326
2787085;CB;21/04/2018;2018;4;21;111;0.9082
2851614;CB;21/04/2018;2018;4;21;111;0.88975
2874477;CBTFF;21/04/2018;2018;4;21;111;0.8839
2888927;CB;21/04/2018;2018;4;21;111;0.6473
2906515;CB;21/04/2018;2018;4;21;111;0.1514
2941382;CBMZ;21/04/2018;2018;4;21;111;0.9116
2948395;CB;21/04/2018;2018;4;21;111;0.9068
2957899;CB;21/04/2018;2018;4;21;111;0.9451
3002641;CB;21/04/2018;2018;4;21;111;0.163
3060672;CBMZ;21/04/2018;2018;4;21;111;0.9389
3082225;CB;21/04/2018;2018;4;21;111;0.8124
3143813;CB;21/04/2018;2018;4;21;111;0.8448
3197052;CBMZ;21/04/2018;2018;4;21;111;0.8534
4273646;CBMZ;21/04/2018;2018;4;21;111;0.879
3197561;CBMZ;21/04/2018;2018;4;21;111;0.9435
3204327;CB;21/04/2018;2018;4;21;111;0.9167
3267712;CBTFF;21/04/2018;2018;4;21;111;0.928
4286798;CBMZ;21/04/2018;2018;4;21;111;0.8961
3307510;CB;21/04/2018;2018;4;21;111;0.94005
3308859;CBMZ;21/04/2018;2018;4;21;111;0.9148
3454535;CB;21/04/2018;2018;4;21;111;0.4216
3467911;CB;21/04/2018;2018;4;21;111;0.92905
4456367;CBMZ;21/04/2018;2018;4;21;111;0.8807
3555758;CB;21/04/2018;2018;4;21;111;0.7169
3592313;CBMZ;21/04/2018;2018;4;21;111;0.94445
3592323;CBMZ;21/04/2018;2018;4;21;111;0.9409
4466220;CBMZ;21/04/2018;2018;4;21;111;0.9084
3594946;CB;21/04/2018;2018;4;21;111;0.7633
3608644;CBRGP;21/04/2018;2018;4;21;111;0.8802
3637299;CBMZ;21/04/2018;2018;4;21;111;0.9122
3637805;CB;21/04/2018;2018;4;21;111;0.7876
3665304;CB;21/04/2018;2018;4;21;111;0.3704
3665503;CBMZ;21/04/2018;2018;4;21;111;0.9418
3736547;CBMZ;21/04/2018;2018;4;21;111;0.9217
526210;CB;21/04/2018;2018;4;21;111;0.7596
4536621;CB;21/04/2018;2018;4;21;111;0.31675
3826289;CB;21/04/2018;2018;4;21;111;0.9194
4556547;CBMZ;21/04/2018;2018;4;21;111;0.8987
3837805;CB;21/04/2018;2018;4;21;111;0.9096
3838236;CBTFF;21/04/2018;2018;4;21;111;0.901
3840717;CB;21/04/2018;2018;4;21;111;0.79415
3863276;CB;21/04/2018;2018;4;21;111;0.3249
3882391;CB;21/04/2018;2018;4;21;111;0.8732
3883520;CBMZ;21/04/2018;2018;4;21;111;0.9179
3904917;CB;21/04/2018;2018;4;21;111;0.76075
4631282;CBMZ;21/04/2018;2018;4;21;111;0.82615
3975399;CB;21/04/2018;2018;4;21;111;0.78635
4005795;CBMZ;21/04/2018;2018;4;21;111;0.9282
4042626;CBAF;21/04/2018;2018;4;21;111;0.7403
4100685;CB;21/04/2018;2018;4;21;111;0.405
4100692;CB;21/04/2018;2018;4;21;111;0.9054
4108236;CBMZ;21/04/2018;2018;4;21;111;0.8469
4132558;CBGL;21/04/2018;2018;4;21;111;0.7457
4146971;CBRGP;21/04/2018;2018;4;21;111;0.897
4184429;CB;21/04/2018;2018;4;21;111;0.668
4697148;CBTFF;21/04/2018;2018;4;21;111;0.8577
4198098;CB;21/04/2018;2018;4;21;111;0.8513
4212858;CBMZ;21/04/2018;2018;4;21;111;0.8282
4215990;CBMZ;21/04/2018;2018;4;21;111;0.8767
4227147;CBMZ;21/04/2018;2018;4;21;111;0.8505
4283715;CBMZ;21/04/2018;2018;4;21;111;0.81545
4294959;CB;21/04/2018;2018;4;21;111;0.6152
4325595;CBMZ;21/04/2018;2018;4;21;111;0.924
4338920;CB;21/04/2018;2018;4;21;111;0.9232
4410202;CB;21/04/2018;2018;4;21;111;0.737
